,region,year,sex,status,percentage
3490,Uusimaa,2010,male,"Employed, as % of total population",48.8
3491,Uusimaa,2010,male,"Students, as % of total population",7.7
3492,Uusimaa,2011,combined,"Employed, as % of total population",48.8
3493,Uusimaa,2011,combined,"Students, as % of total population",7.4
3494,Uusimaa,2011,female,"Employed, as % of total population",48.5
3495,Uusimaa,2011,female,"Students, as % of total population",7.2
3496,Uusimaa,2011,male,"Employed, as % of total population",49.1
3497,Uusimaa,2011,male,"Students, as % of total population",7.5
3498,Uusimaa,2012,combined,"Employed, as % of total population",48.3
3499,Uusimaa,2012,combined,"Students, as % of total population",7.3
3500,Uusimaa,2012,female,"Employed, as % of total population",48.1
3501,Uusimaa,2012,female,"Students, as % of total population",7.2
3502,Uusimaa,2012,male,"Employed, as % of total population",48.6
3503,Uusimaa,2012,male,"Students, as % of total population",7.5
3504,Uusimaa,2013,combined,"Employed, as % of total population",47.3
3505,Uusimaa,2013,combined,"Students, as % of total population",7.4
3506,Uusimaa,2013,female,"Employed, as % of total population",47.1
3507,Uusimaa,2013,female,"Students, as % of total population",7.2
3508,Uusimaa,2013,male,"Employed, as % of total population",47.5
3509,Uusimaa,2013,male,"Students, as % of total population",7.5
3510,Uusimaa,2014,combined,"Employed, as % of total population",46.5
3511,Uusimaa,2014,combined,"Students, as % of total population",7.5
3512,Uusimaa,2014,female,"Employed, as % of total population",46.2
3513,Uusimaa,2014,female,"Students, as % of total population",7.3
3514,Uusimaa,2014,male,"Employed, as % of total population",46.8
3515,Uusimaa,2014,male,"Students, as % of total population",7.6
3516,Uusimaa,2015,combined,"Employed, as % of total population",46.0
3517,Uusimaa,2015,combined,"Students, as % of total population",7.5
3518,Uusimaa,2015,female,"Employed, as % of total population",45.7
3519,Uusimaa,2015,female,"Students, as % of total population",7.4
3520,Uusimaa,2015,male,"Employed, as % of total population",46.4
3521,Uusimaa,2015,male,"Students, as % of total population",7.6
3522,Uusimaa,2016,combined,"Employed, as % of total population",46.2
3523,Uusimaa,2016,combined,"Students, as % of total population",7.4
3524,Uusimaa,2016,female,"Employed, as % of total population",45.7
3525,Uusimaa,2016,female,"Students, as % of total population",7.3
3526,Uusimaa,2016,male,"Employed, as % of total population",46.7
3527,Uusimaa,2016,male,"Students, as % of total population",7.5
3528,Uusimaa,2017,combined,"Employed, as % of total population",46.9
3529,Uusimaa,2017,combined,"Students, as % of total population",7.2
3530,Uusimaa,2017,female,"Employed, as % of total population",46.2
3531,Uusimaa,2017,female,"Students, as % of total population",7.1
3532,Uusimaa,2017,male,"Employed, as % of total population",47.6
3533,Uusimaa,2017,male,"Students, as % of total population",7.3
3534,Uusimaa,2018,combined,"Employed, as % of total population",47.7
3535,Uusimaa,2018,combined,"Students, as % of total population",7.1
3536,Uusimaa,2018,female,"Employed, as % of total population",47.0
3537,Uusimaa,2018,female,"Students, as % of total population",7.0
3538,Uusimaa,2018,male,"Employed, as % of total population",48.5
3539,Uusimaa,2018,male,"Students, as % of total population",7.1
3540,Uusimaa,2019,combined,"Employed, as % of total population",47.8
3541,Uusimaa,2019,combined,"Students, as % of total population",7.3
3542,Uusimaa,2019,female,"Employed, as % of total population",47.0
3543,Uusimaa,2019,female,"Students, as % of total population",7.3
3544,Uusimaa,2019,male,"Employed, as % of total population",48.7
3545,Uusimaa,2019,male,"Students, as % of total population",7.3
3546,Uusimaa,2020,combined,"Employed, as % of total population",45.1
3547,Uusimaa,2020,combined,"Students, as % of total population",7.8
3548,Uusimaa,2020,female,"Employed, as % of total population",44.3
3549,Uusimaa,2020,female,"Students, as % of total population",8.0
3550,Uusimaa,2020,male,"Employed, as % of total population",46.0
3551,Uusimaa,2020,male,"Students, as % of total population",7.7
3552,Uusimaa,2021,combined,"Employed, as % of total population",46.8
3553,Uusimaa,2021,combined,"Students, as % of total population",7.8
3554,Uusimaa,2021,female,"Employed, as % of total population",45.7
3555,Uusimaa,2021,female,"Students, as % of total population",7.9
3556,Uusimaa,2021,male,"Employed, as % of total population",48.0
3557,Uusimaa,2021,male,"Students, as % of total population",7.6
3558,Uusimaa,2022,combined,"Employed, as % of total population",47.7
3559,Uusimaa,2022,combined,"Students, as % of total population",7.6
3560,Uusimaa,2022,female,"Employed, as % of total population",46.5
3561,Uusimaa,2022,female,"Students, as % of total population",7.7
3562,Uusimaa,2022,male,"Employed, as % of total population",48.8
3563,Uusimaa,2022,male,"Students, as % of total population",7.4
3564,Åland,1990,combined,"Employed, as % of total population",50.4
3565,Åland,1990,combined,"Students, as % of total population",4.7
3566,Åland,1990,female,"Employed, as % of total population",47.6
3567,Åland,1990,female,"Students, as % of total population",4.8
3568,Åland,1990,male,"Employed, as % of total population",53.3
3569,Åland,1990,male,"Students, as % of total population",4.5
3570,Åland,1991,combined,"Employed, as % of total population",49.2
3571,Åland,1991,combined,"Students, as % of total population",4.6
3572,Åland,1991,female,"Employed, as % of total population",46.4
3573,Åland,1991,female,"Students, as % of total population",4.9
3574,Åland,1991,male,"Employed, as % of total population",52.1
3575,Åland,1991,male,"Students, as % of total population",4.4
3576,Åland,1992,combined,"Employed, as % of total population",47.3
3577,Åland,1992,combined,"Students, as % of total population",4.8
3578,Åland,1992,female,"Employed, as % of total population",44.8
3579,Åland,1992,female,"Students, as % of total population",5.1
3580,Åland,1992,male,"Employed, as % of total population",49.9
3581,Åland,1992,male,"Students, as % of total population",4.4
3582,Åland,1993,combined,"Employed, as % of total population",46.1
3583,Åland,1993,combined,"Students, as % of total population",5.7
3584,Åland,1993,female,"Employed, as % of total population",43.2
3585,Åland,1993,female,"Students, as % of total population",5.9
3586,Åland,1993,male,"Employed, as % of total population",49.2
3587,Åland,1993,male,"Students, as % of total population",5.5
3588,Åland,1994,combined,"Employed, as % of total population",45.3
3589,Åland,1994,combined,"Students, as % of total population",5.8
3590,Åland,1994,female,"Employed, as % of total population",42.7
3591,Åland,1994,female,"Students, as % of total population",5.9
3592,Åland,1994,male,"Employed, as % of total population",48.1
3593,Åland,1994,male,"Students, as % of total population",5.8
3594,Åland,1995,combined,"Employed, as % of total population",45.6
3595,Åland,1995,combined,"Students, as % of total population",6.5
3596,Åland,1995,female,"Employed, as % of total population",43.3
3597,Åland,1995,female,"Students, as % of total population",6.2
3598,Åland,1995,male,"Employed, as % of total population",48.0
3599,Åland,1995,male,"Students, as % of total population",6.8
3600,Åland,1996,combined,"Employed, as % of total population",46.1
3601,Åland,1996,combined,"Students, as % of total population",6.4
3602,Åland,1996,female,"Employed, as % of total population",43.8
3603,Åland,1996,female,"Students, as % of total population",6.0
3604,Åland,1996,male,"Employed, as % of total population",48.6
3605,Åland,1996,male,"Students, as % of total population",6.8
3606,Åland,1997,combined,"Employed, as % of total population",47.4
3607,Åland,1997,combined,"Students, as % of total population",5.8
3608,Åland,1997,female,"Employed, as % of total population",44.9
3609,Åland,1997,female,"Students, as % of total population",5.4
3610,Åland,1997,male,"Employed, as % of total population",50.0
3611,Åland,1997,male,"Students, as % of total population",6.2
3612,Åland,1998,combined,"Employed, as % of total population",49.2
3613,Åland,1998,combined,"Students, as % of total population",4.1
3614,Åland,1998,female,"Employed, as % of total population",46.7
3615,Åland,1998,female,"Students, as % of total population",4.1
3616,Åland,1998,male,"Employed, as % of total population",51.7
3617,Åland,1998,male,"Students, as % of total population",4.2
3618,Åland,1999,combined,"Employed, as % of total population",49.5
3619,Åland,1999,combined,"Students, as % of total population",5.2
3620,Åland,1999,female,"Employed, as % of total population",47.9
3621,Åland,1999,female,"Students, as % of total population",4.8
3622,Åland,1999,male,"Employed, as % of total population",51.2
3623,Åland,1999,male,"Students, as % of total population",5.5
3624,Åland,2000,combined,"Employed, as % of total population",50.2
3625,Åland,2000,combined,"Students, as % of total population",5.1
3626,Åland,2000,female,"Employed, as % of total population",48.6
3627,Åland,2000,female,"Students, as % of total population",4.7
3628,Åland,2000,male,"Employed, as % of total population",51.8
3629,Åland,2000,male,"Students, as % of total population",5.5
3630,Åland,2001,combined,"Employed, as % of total population",50.5
3631,Åland,2001,combined,"Students, as % of total population",5.1
3632,Åland,2001,female,"Employed, as % of total population",49.0
3633,Åland,2001,female,"Students, as % of total population",4.6
3634,Åland,2001,male,"Employed, as % of total population",51.9
3635,Åland,2001,male,"Students, as % of total population",5.6
3636,Åland,2002,combined,"Employed, as % of total population",50.5
3637,Åland,2002,combined,"Students, as % of total population",5.1
3638,Åland,2002,female,"Employed, as % of total population",49.2
3639,Åland,2002,female,"Students, as % of total population",4.7
3640,Åland,2002,male,"Employed, as % of total population",51.9
3641,Åland,2002,male,"Students, as % of total population",5.5
3642,Åland,2003,combined,"Employed, as % of total population",49.7
3643,Åland,2003,combined,"Students, as % of total population",5.6
3644,Åland,2003,female,"Employed, as % of total population",48.6
3645,Åland,2003,female,"Students, as % of total population",5.5
3646,Åland,2003,male,"Employed, as % of total population",50.9
3647,Åland,2003,male,"Students, as % of total population",5.8
3648,Åland,2004,combined,"Employed, as % of total population",49.4
3649,Åland,2004,combined,"Students, as % of total population",5.7
